,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
716,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.5,7,25.0,525.2,3/28/2019,16:06,Ewallet,500.2,4.8,25.0,4.5
717,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.9,3,1.8,37.6,1/19/2019,12:47,Credit card,35.8,4.8,1.8,8.1
718,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.4,3,6.8,142.9,2/17/2019,13:34,Credit card,136.1,4.8,6.8,7.2
719,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.5,6,5.2,110.1,1/18/2019,15:04,Credit card,104.9,4.8,5.2,6.1
720,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.6,7,8.9,187.9,2/2/2019,20:42,Cash,178.9,4.8,8.9,7.1
721,678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.6,9,40.8,856.5,1/18/2019,15:28,Cash,815.7,4.8,40.8,5.1
722,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.1,3,6.6,139.0,3/18/2019,13:45,Credit card,132.4,4.8,6.6,7.9
723,592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.8,7,12.9,270.3,1/11/2019,20:10,Cash,257.4,4.8,12.9,7.4
724,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.3,4,4.7,98.0,2/4/2019,18:53,Ewallet,93.4,4.8,4.7,7.4
725,149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24,Cash,228.0,4.8,11.4,6.6
726,442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.6,3,8.3,175.0,1/8/2019,11:42,Credit card,166.7,4.8,8.3,5.9
727,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.7,10,34.9,732.3,3/5/2019,17:49,Credit card,697.4,4.8,34.9,8.9
728,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.3,4,19.5,408.5,3/16/2019,15:33,Ewallet,389.0,4.8,19.5,6.8
729,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.2,7,18.3,383.5,3/9/2019,10:54,Cash,365.3,4.8,18.3,9.3
730,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.3,4,4.5,93.7,3/1/2019,16:23,Credit card,89.3,4.8,4.5,4.4
731,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2/28/2019,19:33,Ewallet,168.0,4.8,8.4,4.8
732,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,1.0,20.7,2/8/2019,11:39,Ewallet,19.7,4.8,1.0,9.5
733,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.9,7,26.6,557.7,1/24/2019,10:38,Ewallet,531.2,4.8,26.6,8.9
734,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.7,1,2.7,56.4,3/1/2019,20:03,Ewallet,53.7,4.8,2.7,6.4
735,607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,82.0,10,41.0,860.5,3/10/2019,12:39,Credit card,819.5,4.8,41.0,6.0
736,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.4,596.8,3/23/2019,15:59,Credit card,568.4,4.8,28.4,8.1
737,137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.8,10,29.4,617.0,1/29/2019,14:26,Ewallet,587.6,4.8,29.4,9.0
738,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.6,8,36.6,769.1,1/12/2019,18:22,Ewallet,732.5,4.8,36.6,6.0
739,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,94.0,9,42.3,887.9,3/20/2019,11:32,Cash,845.6,4.8,42.3,9.8
740,733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.6,7,19.5,408.7,3/23/2019,12:41,Cash,389.3,4.8,19.5,8.5
741,451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.8,1,4.2,89.1,1/14/2019,15:20,Ewallet,84.8,4.8,4.2,8.8
742,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.6,2,7.2,150.4,2/12/2019,14:33,Ewallet,143.3,4.8,7.2,8.8
743,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.7,2,3.8,79.1,2/20/2019,15:29,Ewallet,75.4,4.8,3.8,9.5
744,345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.7,8,12.7,266.0,1/2/2019,16:19,Credit card,253.4,4.8,12.7,5.6
745,390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.4,1,1.9,40.3,2/2/2019,16:33,Cash,38.4,4.8,1.9,8.6
746,457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.2,10,32.6,684.9,1/8/2019,19:07,Credit card,652.3,4.8,32.6,5.2
747,664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.5,5,2.6,55.3,1/30/2019,14:43,Credit card,52.7,4.8,2.6,5.8
748,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.3,9,5.5,116.1,3/26/2019,19:28,Credit card,110.6,4.8,5.5,8.0
749,314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.2,7,28.4,597.0,1/15/2019,20:44,Cash,568.6,4.8,28.4,9.0
750,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.3,4,4.5,93.7,3/14/2019,11:16,Ewallet,89.3,4.8,4.5,4.1
751,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.3,5,6.8,143.2,2/3/2019,10:31,Credit card,136.4,4.8,6.8,8.6
752,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.4,10,8.7,182.9,2/22/2019,12:30,Ewallet,174.2,4.8,8.7,7.0
753,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.3,5,18.3,384.7,1/24/2019,15:05,Ewallet,366.4,4.8,18.3,8.4
754,288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.9,3,12.7,267.3,1/25/2019,18:30,Ewallet,254.6,4.8,12.7,7.4
755,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.3,8,38.9,817.2,3/9/2019,13:18,Credit card,778.3,4.8,38.9,6.2
756,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.7,8,14.3,300.2,2/17/2019,15:28,Ewallet,285.9,4.8,14.3,4.9
757,406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.5,6,29.0,608.1,1/11/2019,11:52,Cash,579.1,4.8,29.0,4.5
758,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.9,10,9.4,197.9,2/27/2019,18:24,Ewallet,188.5,4.8,9.4,5.6
759,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.4,4,11.1,232.6,3/25/2019,15:19,Ewallet,221.6,4.8,11.1,8.0
760,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38,Credit card,772.0,4.8,38.6,5.6
761,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.1,10,36.1,757.4,1/31/2019,15:12,Credit card,721.3,4.8,36.1,4.2
762,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.9,8,25.6,536.6,1/20/2019,17:48,Ewallet,511.0,4.8,25.6,9.9
763,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.7,5,2.7,56.1,3/26/2019,11:07,Ewallet,53.5,4.8,2.7,7.6
764,787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,222.0,4.8,11.1,6.6
765,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.5,8,38.2,801.9,3/5/2019,19:40,Ewallet,763.7,4.8,38.2,4.7
766,801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.1,3,11.4,239.6,1/5/2019,20:30,Credit card,228.2,4.8,11.4,9.8
767,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.7,6,4.1,86.2,2/13/2019,13:59,Cash,82.1,4.8,4.1,6.3
768,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.6,4,19.1,401.7,3/16/2019,18:51,Cash,382.6,4.8,19.1,7.9
769,886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.4,6,3.4,72.0,1/15/2019,17:24,Cash,68.6,4.8,3.4,7.7
770,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.5,4,19.1,401.3,2/26/2019,11:58,Ewallet,382.2,4.8,19.1,4.5
771,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.9,7,30.1,631.1,2/27/2019,19:01,Credit card,601.1,4.8,30.1,8.0
772,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,68.0,7,23.8,499.7,2/17/2019,16:50,Ewallet,475.9,4.8,23.8,5.7
773,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.4,1,2.6,55.0,2/6/2019,10:22,Credit card,52.4,4.8,2.6,6.3
774,200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.7,2,6.6,137.9,1/17/2019,16:46,Cash,131.3,4.8,6.6,6.0
775,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.9,5,7.2,151.5,1/22/2019,18:08,Credit card,144.3,4.8,7.2,8.0
776,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.3,7,22.9,480.0,3/5/2019,18:02,Credit card,457.2,4.8,22.9,4.2
777,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.4,1,4.7,98.0,1/3/2019,13:07,Cash,93.4,4.8,4.7,9.6
778,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.3,5,6.3,132.6,3/20/2019,17:52,Cash,126.3,4.8,6.3,6.1
779,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.9,9,39.5,830.4,1/31/2019,20:32,Ewallet,790.8,4.8,39.5,5.6
780,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.7,183.1,2/19/2019,19:24,Cash,174.4,4.8,8.7,8.3
781,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.8,4,19.0,398.0,2/11/2019,16:06,Ewallet,379.0,4.8,19.0,7.8
782,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.6,1,1.5,32.2,2/5/2019,14:14,Credit card,30.6,4.8,1.5,4.1
783,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.0,8,17.6,369.7,3/3/2019,17:36,Cash,352.1,4.8,17.6,8.8
784,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.2,5,2.5,53.3,2/24/2019,13:08,Ewallet,50.8,4.8,2.5,4.1
785,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.6,7,26.1,548.2,2/4/2019,16:09,Credit card,522.1,4.8,26.1,9.0
786,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.9,8,28.8,603.9,2/19/2019,11:33,Ewallet,575.1,4.8,28.8,5.5
787,790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,11.0,5,2.7,57.7,1/23/2019,10:18,Credit card,55.0,4.8,2.7,9.3
788,704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.5,3,9.1,190.5,1/14/2019,10:55,Credit card,181.4,4.8,9.1,5.6
789,497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.9,7,20.6,433.0,1/17/2019,15:15,Ewallet,412.4,4.8,20.6,9.7
790,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.4,1,2.3,48.7,3/3/2019,20:06,Credit card,46.4,4.8,2.3,4.0
791,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.6,4,13.7,287.9,2/15/2019,20:21,Credit card,274.2,4.8,13.7,9.2
792,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.4,10,48.7,1022.4,1/15/2019,13:48,Credit card,973.7,4.8,48.7,4.9
793,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.4,680.6,2/27/2019,12:52,Credit card,648.2,4.8,32.4,9.3
794,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.6,2,4.7,97.9,2/26/2019,12:28,Credit card,93.2,4.8,4.7,6.6
795,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.2,2,2.7,57.1,3/15/2019,16:26,Ewallet,54.4,4.8,2.7,4.3
796,443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.9,1,3.0,63.9,1/24/2019,13:24,Cash,60.9,4.8,3.0,5.5
797,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.5,10,12.2,257.1,2/22/2019,15:15,Cash,244.9,4.8,12.2,8.1
798,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.8,1,4.6,97.4,3/15/2019,10:50,Credit card,92.8,4.8,4.6,9.8
799,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.7,5,21.7,455.1,2/11/2019,18:38,Ewallet,433.5,4.8,21.7,9.4
800,751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.0,6,6.9,145.0,1/12/2019,16:45,Ewallet,138.1,4.8,6.9,7.9
801,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.1,253.7,3/3/2019,19:30,Ewallet,241.6,4.8,12.1,5.1
802,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.4,7,23.6,495.3,3/23/2019,13:23,Ewallet,471.7,4.8,23.6,6.9
803,759-29-9521,A,Yangon,Member,Female,Fashion accessories,49.0,9,22.0,462.7,3/4/2019,11:27,Cash,440.6,4.8,22.0,8.0
804,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.6,9,34.0,714.3,2/23/2019,11:12,Cash,680.3,4.8,34.0,8.0
805,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.5,4,15.5,325.4,3/17/2019,16:36,Cash,309.9,4.8,15.5,4.2
806,618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.2,2,9.3,195.7,1/16/2019,18:41,Credit card,186.4,4.8,9.3,8.5
807,257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.2,4,10.0,211.0,1/8/2019,17:12,Cash,200.9,4.8,10.0,9.0
808,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.8,1,0.9,18.6,1/14/2019,10:38,Cash,17.8,4.8,0.9,8.6
809,189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.2,10,31.1,652.9,1/31/2019,10:33,Ewallet,621.8,4.8,31.1,6.0
810,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.8,8,4.3,90.3,3/15/2019,14:38,Ewallet,86.0,4.8,4.3,6.2
811,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.3,10,20.1,422.7,2/24/2019,18:06,Credit card,402.6,4.8,20.1,5.0
812,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,65.0,5,16.2,341.1,2/8/2019,12:52,Credit card,324.9,4.8,16.2,6.5
813,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.2,1,4.8,99.9,3/22/2019,14:00,Cash,95.2,4.8,4.8,6.0
814,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.6,8,19.4,408.4,1/24/2019,10:57,Cash,389.0,4.8,19.4,5.0
815,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.2,8,21.3,447.0,3/14/2019,16:45,Ewallet,425.7,4.8,21.3,5.0
816,477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.4,7,15.9,334.0,1/23/2019,11:15,Cash,318.1,4.8,15.9,9.2
817,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.9,8,13.6,284.6,1/19/2019,20:29,Ewallet,271.0,4.8,13.6,9.6
818,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.2,4,19.2,403.9,1/27/2019,20:03,Credit card,384.6,4.8,19.2,8.4
819,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.2,5,11.8,247.6,2/3/2019,14:35,Credit card,235.8,4.8,11.8,6.0
820,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.9,4,10.6,222.1,3/25/2019,16:32,Ewallet,211.6,4.8,10.6,6.7
821,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.7,2,4.8,100.1,2/24/2019,10:10,Credit card,95.4,4.8,4.8,4.1
822,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.2,1,0.5,10.7,2/7/2019,14:15,Cash,10.2,4.8,0.5,5.9
823,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.7,3,10.3,216.4,3/4/2019,10:05,Cash,206.1,4.8,10.3,8.7
824,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.1,7,21.0,441.6,2/14/2019,11:36,Credit card,420.6,4.8,21.0,4.5
825,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.0,4,4.4,92.4,1/29/2019,18:15,Credit card,88.0,4.8,4.4,6.6
826,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.1,9,32.4,681.4,1/28/2019,13:53,Credit card,649.0,4.8,32.4,7.7
827,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.3,3,6.2,130.0,3/26/2019,18:37,Credit card,123.8,4.8,6.2,8.5
828,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,65.0,10,32.5,682.0,3/24/2019,18:27,Cash,649.5,4.8,32.5,5.2
829,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.2,10,37.1,779.3,1/1/2019,14:42,Credit card,742.2,4.8,37.1,4.3
830,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.6,8,4.2,88.7,1/24/2019,17:43,Cash,84.5,4.8,4.2,7.6
831,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.6,4,12.5,262.8,2/25/2019,18:37,Cash,250.3,4.8,12.5,9.5
832,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.9,8,4.7,99.5,1/9/2019,16:34,Cash,94.8,4.8,4.7,4.1
833,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.6,95.9,2/14/2019,14:42,Ewallet,91.3,4.8,4.6,9.2
834,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.7,7,14.3,299.4,3/12/2019,11:01,Ewallet,285.1,4.8,14.3,5.4
835,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.4,1,2.6,55.0,3/26/2019,19:44,Cash,52.4,4.8,2.6,5.8
836,288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.5,5,9.6,202.3,1/9/2019,13:34,Ewallet,192.7,4.8,9.6,5.6
837,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.6,6,13.4,281.2,1/2/2019,20:08,Credit card,267.8,4.8,13.4,5.1
838,660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.9,10,27.9,586.6,1/15/2019,15:01,Cash,558.7,4.8,27.9,5.8
839,271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.2,6,8.8,184.1,1/1/2019,11:40,Ewallet,175.3,4.8,8.8,5.0
840,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.9,3,7.8,163.6,2/15/2019,15:21,Cash,155.8,4.8,7.8,7.9
841,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.0,63.3,2/28/2019,17:38,Cash,60.3,4.8,3.0,6.0
842,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.5,2,3.9,82.9,3/2/2019,16:16,Credit card,78.9,4.8,3.9,5.0
843,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.9,2,1.5,31.2,2/13/2019,18:15,Credit card,29.7,4.8,1.5,8.9
844,896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.3,1,1.1,22.4,1/26/2019,12:43,Cash,21.3,4.8,1.1,5.9
845,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.8,3,14.1,295.4,1/30/2019,11:32,Credit card,281.3,4.8,14.1,5.9
846,585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.3,1,3.7,76.9,1/27/2019,18:08,Ewallet,73.3,4.8,3.7,9.7
847,862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.4,1,1.1,23.5,1/30/2019,17:08,Credit card,22.4,4.8,1.1,8.6
848,845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.9,9,32.8,688.7,1/8/2019,19:38,Cash,655.9,4.8,32.8,4.0
849,125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.7,624.3,1/19/2019,13:11,Cash,594.6,4.8,29.7,4.2
850,843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.7,77.8,1/25/2019,11:05,Cash,74.1,4.8,3.7,9.2
851,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.5,2,9.8,206.8,2/19/2019,10:12,Ewallet,197.0,4.8,9.8,9.2
852,658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.2,7,18.6,390.9,1/14/2019,15:42,Ewallet,372.3,4.8,18.6,5.0
853,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.8,10,26.4,554.3,2/25/2019,11:58,Ewallet,527.9,4.8,26.4,10.0
854,160-22-2687,A,Yangon,Member,Female,Health and beauty,96.0,5,24.0,503.7,1/23/2019,14:21,Ewallet,479.8,4.8,24.0,8.8
855,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.5,9,16.4,345.0,2/16/2019,10:52,Cash,328.6,4.8,16.4,4.2
856,770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.1,8,8.4,177.4,1/1/2019,19:31,Cash,169.0,4.8,8.4,6.3
857,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.3,4,5.7,118.9,3/7/2019,18:35,Cash,113.2,4.8,5.7,8.2
858,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.6,6,17.3,362.8,2/15/2019,13:51,Cash,345.5,4.8,17.3,5.1
859,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.6,9,21.4,450.1,1/23/2019,12:35,Cash,428.7,4.8,21.4,5.0
860,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.3,1,4.3,90.6,2/20/2019,13:24,Ewallet,86.3,4.8,4.3,7.0
861,840-76-5966,A,Yangon,Member,Male,Sports and travel,12.8,2,1.3,26.8,1/8/2019,18:06,Ewallet,25.5,4.8,1.3,7.8
862,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.3,9,5.1,106.6,3/17/2019,11:55,Credit card,101.5,4.8,5.1,4.3
863,533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.1,7,17.9,375.4,1/12/2019,11:42,Cash,357.5,4.8,17.9,7.0
864,124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.6,3,11.9,250.7,1/8/2019,14:30,Cash,238.8,4.8,11.9,6.6
865,176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.8,3,5.1,106.5,1/26/2019,15:11,Ewallet,101.4,4.8,5.1,7.3
866,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.5,8,36.2,760.5,3/15/2019,14:48,Credit card,724.2,4.8,36.2,6.5
867,101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.8,2,6.3,131.9,1/17/2019,12:36,Ewallet,125.6,4.8,6.3,4.9
868,631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.3,3,3.6,76.6,1/8/2019,19:09,Credit card,72.9,4.8,3.6,4.3
869,852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.6,4,12.9,271.3,1/6/2019,13:35,Ewallet,258.4,4.8,12.9,9.3
870,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.8,7,8.7,182.4,2/16/2019,10:33,Credit card,173.7,4.8,8.7,7.1
871,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.8,59.3,3/13/2019,15:45,Ewallet,56.5,4.8,2.8,9.6
872,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.4,10,10.7,225.0,1/28/2019,11:51,Cash,214.3,4.8,10.7,6.2
873,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.1,6,26.7,561.1,1/18/2019,17:26,Cash,534.4,4.8,26.7,9.9
874,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.3,4,4.7,97.8,3/19/2019,11:52,Credit card,93.2,4.8,4.7,5.9
875,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.3,8,26.1,548.2,3/15/2019,14:04,Ewallet,522.1,4.8,26.1,6.3
876,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.4,1,2.6,55.0,2/12/2019,17:49,Cash,52.4,4.8,2.6,4.0
877,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.8,1,2.0,41.7,2/25/2019,20:19,Cash,39.8,4.8,2.0,6.1
878,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.0,8,36.0,756.2,3/21/2019,16:08,Credit card,720.2,4.8,36.0,4.5
879,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.8,101.6,1/19/2019,10:17,Ewallet,96.8,4.8,4.8,8.6
880,490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.2,10,16.6,348.7,1/8/2019,14:25,Ewallet,332.1,4.8,16.6,6.0
881,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.2,8,4.1,85.5,3/30/2019,12:51,Credit card,81.4,4.8,4.1,9.5
882,311-13-6971,B,Mandalay,Member,Male,Sports and travel,32.0,10,16.0,335.9,2/20/2019,15:18,Credit card,319.9,4.8,16.0,9.9
883,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.4,6,10.3,216.8,3/30/2019,12:45,Ewallet,206.5,4.8,10.3,7.5
884,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.3,2,8.3,175.0,3/19/2019,13:37,Cash,166.7,4.8,8.3,7.6
885,460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.6,7,16.0,335.0,1/13/2019,10:03,Cash,319.1,4.8,16.0,5.0
886,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.4,92.3,2/5/2019,19:42,Ewallet,87.9,4.8,4.4,6.7
887,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.5,10,36.7,771.4,3/23/2019,13:14,Ewallet,734.7,4.8,36.7,9.5
888,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.2,8,4.9,102.4,3/13/2019,12:47,Ewallet,97.5,4.8,4.9,6.8
889,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.9,10,38.5,807.7,3/17/2019,19:53,Ewallet,769.2,4.8,38.5,5.6
890,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.7,5,20.9,439.2,2/21/2019,10:26,Cash,418.3,4.8,20.9,7.2
891,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.9,8,23.2,486.4,2/7/2019,15:06,Cash,463.3,4.8,23.2,8.1
892,607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.5,5,23.1,485.6,3/2/2019,16:35,Credit card,462.5,4.8,23.1,8.6
893,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.4,5,7.1,149.0,3/6/2019,20:57,Cash,141.9,4.8,7.1,9.4
894,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.5,6,15.1,317.8,2/6/2019,15:16,Credit card,302.7,4.8,15.1,8.9
